valid_at,sensor_id,pm2p5_x,pm2p5_y,pm1,pm10,no,no2,o3,co,relative_humidity,temperature,pressure,wind_speed,rain
2021-03-15 08:00:00,FEC01,18.8758333333333,15.9,12.7241666666667,17.9591666666667,62.3308333333333,32.935,128.418333333333,312.781666666667,56,11.1,1024.7,0.0,0.0
2021-03-15 09:00:00,FEC02,9.53583333333333,16.3,3.57333333333333,25.1325,22.8541666666667,14.4725,140.8025,161.353333333333,46,14.5,1024.7,0.9,0.0
2021-03-15 09:00:00,FEC01,15.8525,16.3,10.8941666666667,20.4133333333333,43.41,8.955,120.3875,165.57,46,14.5,1024.7,0.9,0.0
2021-03-15 10:00:00,FEC01,14.9308333333333,15.5,10.2841666666667,15.445,46.8808333333333,-2.28583333333333,132.578333333333,137.94,32,19.2,1025.3,11.2,0.0
2021-03-15 10:00:00,FEC02,9.4375,15.5,3.51916666666667,29.2116666666667,25.9841666666667,5.22,148.670833333333,149.5425,32,19.2,1025.3,11.2,0.0
2021-03-15 11:00:00,FEC02,8.37916666666667,17.7,3.21666666666667,21.5616666666667,28.1766666666667,-4.01916666666667,170.5525,134.665,33,17.3,1025.2,15.7,0.0
2021-03-15 11:00:00,FEC01,12.8041666666667,17.7,8.79333333333334,19.4666666666667,52.6341666666667,-7.235,151.130833333333,128.2575,33,17.3,1025.2,15.7,0.0
2021-03-15 12:00:00,FEC02,10.72,18.1,3.875,30.2766666666667,22.76,4.14166666666667,194.313333333333,130.094166666667,28,18.5,1024.9,21.4,0.0
2021-03-15 12:00:00,FEC01,13.0,18.1,9.775,29.0058333333333,45.6891666666667,2.48916666666667,174.259166666667,129.700833333333,28,18.5,1024.9,21.4,0.0
2021-03-15 13:00:00,FEC01,12.8783333333333,14.6,8.61416666666666,17.45,47.7175,2.2525,179.576666666667,175.446666666667,25,20.1,1024.1,20.3,0.0
2021-03-15 13:00:00,FEC02,6.93333333333333,14.6,2.9225,26.5383333333333,26.0175,2.795,197.510833333333,148.776666666667,25,20.1,1024.1,20.3,0.0
2021-03-15 14:00:00,FEC01,10.44,10.3,8.46272727272727,19.0918181818182,68.7663636363636,14.4372727272727,154.190909090909,354.86,26,20.3,1023.2,19.4,0.0
2021-03-15 14:00:00,FEC02,6.65583333333333,10.3,2.77416666666667,16.1508333333333,37.5741666666667,11.7666666666667,195.121666666667,272.435,26,20.3,1023.2,19.4,0.0
